investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Blend,USD,794980000,0.11,,31-10-2004,190088,Large,8.94
Growth,USD,828900000,0.67,3,09-03-2008,122525,Small,14.45
Blend,USD,29150000,0,2,30-12-2012,146672,Large,2.24
Growth,USD,772320000,4.81,3,18-03-2013,55772,Small,3.22
Blend,USD,446170000,1.36,,31-08-2006,116675,Large,9.63
Blend,USD,9200000,2.15,0,05-12-2016,153800,Large,12.95
Value,USD,160690000,2.08,2,27-08-2008,78956,Medium,2.06
Value,USD,104400000,3.55,3,30-07-2013,232055,Small,3.42
Blend,USD,314770000,0.54,,16-12-2015,83024,Large,10.69
Blend,USD,2080000,2.11,1,30-04-2015,253367,Large,6.48
Value,USD,22410000,0,1,23-08-1992,58877,Medium,12.53
,USD,1570000000,2.34,2,25-06-1997,220580,,5.54
,USD,1010000000,4.31,,02-10-2011,101879,,1
Value,USD,273180000,1.71,,28-02-2018,114821,Large,13.49
Growth,USD,698770000,1.07,,02-03-2003,62045,Large,5.73
Value,USD,41860000000,1.67,,30-05-2002,204281,Small,2.72
Blend,USD,2630000000,3.8,5,14-11-2006,95174,Small,3.55
Value,USD,113510000,3.84,3,16-11-2005,119483,Large,7.17
Value,USD,623640000,2.87,4,25-01-2010,27350,Medium,3.31
Blend,USD,214470000,2.57,3,31-03-2014,160352,Large,10.2
Value,USD,553830000,2.48,3,29-02-2016,205181,Medium,1.92
Blend,USD,6420000000,1.38,4,09-09-2001,127601,Large,13.32
Blend,USD,104210000,3.66,4,18-04-2013,60155,Medium,5.45
Value,USD,1410000000,4.65,3,27-02-2008,167309,Small,3.95
Value,USD,658180000,0.24,,27-05-2010,112436,Medium,13.21
Value,USD,2530000000,0.68,2,05-07-2004,27269,Medium,14.94
Value,USD,898500000,1.36,2,14-05-2008,86201,Small,12.03
Growth,USD,374270000,0,1,30-04-2012,223946,Small,13.48
Blend,USD,64840000,5.01,,29-03-2011,74618,Medium,3.05
Blend,USD,2610000000,0.22,2,28-02-2000,136601,Large,18.3
Blend,USD,1530000000,1.71,3,30-04-2009,167579,Large,10.69
,USD,962030000,4.95,4,29-03-2011,91187,,3.91
Value,USD,76050000,2.24,2,27-11-2014,215765,Large,8.13
Value,USD,243100000,5.48,4,01-03-2011,90494,Small,6.32
Value,USD,710900000,1.75,1,21-12-2014,217637,Medium,11.94
Value,USD,1430000000,1.89,2,19-11-2015,207116,Large,1.42
Value,USD,1.032E+11,2.74,3,30-05-2002,208241,Large,7.98
Blend,USD,530240000,0.16,2,07-11-2012,61613,Small,13.39
Growth,USD,1020000000,0,4,23-02-2017,238274,Small,20.41
,USD,3260000000,0.51,,29-10-2013,203021,,-0.22
Value,USD,109010000,3.07,,12-06-2014,220859,Large,5.47
Blend,USD,18440000,0,2,17-11-2015,72737,Medium,15.67
Value,USD,1100000000,0.71,2,23-10-2005,202940,Medium,13.77
Blend,USD,28100000000,0,2,20-10-1994,151136,Large,7.15
,USD,197920000,1.75,2,17-08-1998,218195,,2.62
Blend,USD,71330000,1.27,5,27-03-2016,46250,Large,14.77
Blend,USD,60310000,0,1,30-12-2002,106748,Small,12.3
Blend,USD,1030000000,0.68,3,31-10-2002,113498,Large,12.09
Blend,USD,41460000,0,4,30-04-2007,211661,Medium,16.36
Value,USD,331160000,2.1,1,30-04-2002,107963,Large,1.69
Blend,USD,355290000,2.2,2,17-01-2011,171476,Medium,2.34
Value,USD,113330000,0.39,4,06-01-2016,238481,Large,10.58
Value,USD,514070000,1.9,2,01-05-1988,93446,Large,1.5
Value,USD,287480000,1.35,3,29-04-1987,69686,Medium,1.13
Growth,USD,4510000,0,,14-01-2002,173060,Large,18.38
Blend,USD,957400000,0.84,4,30-07-1998,178307,Small,12.85
Blend,USD,167290000,0,1,18-04-2004,230426,Small,13.16
Blend,USD,593450000,1.2,4,03-01-2012,88514,Medium,14.36
Blend,USD,25150000,2.28,3,19-04-2007,42641,Large,9.58
Growth,USD,180370000,0.38,4,11-12-1994,54269,Medium,18.05
Value,USD,1040000000,4.57,4,26-12-2016,83285,Small,3.36
Growth,USD,494220000,0.38,4,08-09-2002,120059,Large,16.15
,USD,31860000,1.82,1,30-05-2012,183356,,3.13
Growth,USD,12610000,0.48,0,26-05-2016,165995,Large,13.6
Growth,USD,14780000000,0.59,4,28-08-2014,204218,Large,10.93
Blend,USD,541290000,3.86,4,30-12-2008,69929,Medium,3.08
Value,USD,1300000000,3.61,5,09-04-2017,238310,Small,3.21
Growth,USD,628080000,0,3,26-12-2005,218609,Large,14.21
Value,USD,6060000000,1.89,3,30-09-2002,236663,Large,11.93
Blend,USD,13830000,0.6,1,02-06-2013,199538,Large,5.34
Value,USD,868380000,0.7,,14-09-2015,56735,Medium,10.72
Value,USD,1250000000,3.14,5,26-09-2010,52649,Large,6.92
Value,USD,642510000,5.68,3,20-09-1998,242414,Small,7.21
Blend,USD,10530000,2.1,2,17-03-2013,189503,Medium,2.51
Growth,USD,2810000000,1.34,4,16-12-2015,193922,Large,14.65
Value,USD,1.032E+11,3.73,,31-07-2008,51299,Large,8.25
Blend,USD,583240000,3,4,28-07-2016,204677,Medium,5.19
Growth,USD,3330000,2.87,0,28-12-2017,48383,Medium,17.91
Blend,USD,935960000,0,2,31-07-2006,73988,Large,4.08
Blend,USD,10330000000,2.62,,21-07-1999,248426,Large,3.99
Blend,USD,156280000,1.89,3,28-06-2007,250631,Large,10.33
Growth,USD,2850000000,1.53,3,27-06-2002,149030,Large,7.47
Blend,USD,224640000,0.1,3,26-12-2011,29069,Small,11.23
Growth,USD,10280000,0.48,3,28-03-2016,30671,Large,13.79
Value,USD,,,4,19-05-2005,111581,Small,
Blend,USD,102020000,0.23,2,18-11-2012,62477,Large,6.43
Blend,USD,8190000,0.61,0,18-12-2013,155519,Medium,1.09
Value,USD,14900000,0,2,14-07-1999,219788,Large,3.84
Blend,USD,1290000,2.09,,28-12-2017,190790,Large,8.1
Blend,USD,383200000,2.54,3,30-12-1996,60317,Medium,16.97
Growth,USD,214450000,0,,15-03-2005,56294,Large,13.75
Blend,USD,5090000000,6.58,,18-12-2012,125252,Small,6.35
Value,USD,11840000000,2.66,5,30-07-2006,107837,Large,8.13
Growth,USD,52190000,0,5,28-02-2007,174968,Small,11.07
Value,USD,4600000000,7.28,4,04-06-2017,109826,Large,9.55
Blend,USD,7600000000,0.68,3,27-07-1997,241658,Large,14.55
Value,USD,49590000,2.07,0,26-12-2017,67751,Medium,-2.72
Value,USD,321350000,4.38,4,01-06-2008,155807,Small,6.59
Growth,USD,565440000,0,4,31-10-2005,55250,Medium,22.49
Growth,USD,54420000000,0.15,4,10-04-1950,196388,Large,15.9
Value,USD,25740000,6.13,4,29-10-2015,50642,Small,6.77
Value,USD,823920000,1.88,3,23-01-1989,122471,Large,11
Blend,USD,3440000000,2.1,3,28-09-1995,91106,Medium,16.5
Value,USD,753700000,1.64,,28-07-2011,168209,Large,11.01
Blend,USD,19100000,0.19,3,05-07-2015,235097,Large,4.32
Blend,USD,54740000000,2.2,4,04-08-2008,35189,Large,9.04
Value,USD,173930000,3.67,,27-07-1997,165122,Small,1.97
Value,USD,,,3,17-07-2006,179369,Medium,
Blend,USD,523480000,3.96,,04-06-2017,109439,Medium,13.92
Growth,USD,16950000,0,4,19-11-2017,65537,Small,17.12
Blend,USD,230920000,2.7,4,19-12-2013,158084,Medium,20.22
Growth,USD,63960000,1.71,1,03-05-2005,128744,Large,9.03
Value,USD,2510000000,2.69,4,30-03-2008,251585,Medium,2.54
Value,USD,3020000000,1.47,,09-06-2014,148103,Large,11.23
Blend,USD,3200000000,1.93,,31-01-2007,26081,Large,5.97
Value,USD,2190000000,4.82,4,29-11-2011,99989,Small,3.05
,USD,84730000,0.2,0,01-02-2018,107054,,5.38
Blend,USD,256690000,1.32,3,25-07-1999,198431,Small,13.13
Growth,USD,513700000,0.2,,31-01-2007,176732,Medium,15.62
Blend,USD,214470000,2.7,,31-03-2014,160325,Large,10.22
Value,USD,5430000000,4.67,,16-03-1998,152630,Small,6.18
Blend,USD,7580000,1.45,3,21-08-2016,106019,Large,10.78
,USD,19290000,0,0,29-12-1997,48716,,-11.77
Blend,USD,278120000,1.84,3,01-11-2012,142262,Large,11.81
Value,USD,266890000,2.35,3,29-04-1996,59453,Large,2.03
Blend,USD,51470000,0.71,0,10-09-2017,138806,Large,11.57
Blend,USD,302300000,3.66,4,29-11-2005,72593,Large,10.28
Blend,USD,8610000,1.65,,29-08-2007,91673,Large,5.33
Blend,USD,25160000,5.99,,31-10-2012,33560,Small,7.42
Growth,USD,368540000,0,2,27-12-1995,193931,Medium,9.97
Blend,USD,321310000,2.04,3,03-05-2009,31229,Large,8.11
Blend,USD,137080000,3.61,2,31-10-2004,197180,Large,6.12
Blend,USD,1290000000,3.01,3,24-11-2002,144008,Medium,2.43
Growth,USD,190810000,0.79,0,08-02-2018,62126,Large,10.3
Value,USD,280430000,1.09,2,31-01-2001,43667,Large,8.51
Value,USD,16410000000,6.32,3,03-08-2008,32453,Small,7.33
Value,USD,2290000000,0.51,3,31-05-2012,166328,Small,12.32
Blend,USD,118990000,1.77,4,30-10-2005,120815,Large,11.55
Blend,USD,171560000,0.24,4,05-08-1993,217034,Small,13.14
Growth,USD,3370000000,4.37,4,28-02-2017,62009,Medium,3.05
Blend,USD,54420000,1.61,2,29-09-2014,188738,Large,5.16
Value,USD,417380000,5.09,3,23-08-1994,219608,Small,5.88
,USD,19990000,5.05,3,14-09-2014,31976,,7.19
Value,USD,227640000,1.44,,27-06-2006,251081,Large,10.3
Blend,USD,831490000,0.36,3,31-01-2013,146753,Medium,2.54
Growth,USD,344170000,0,4,29-04-2015,164411,Large,17.71
Growth,USD,667900000,0,3,25-06-2009,175193,Medium,16.29
Value,USD,530140000,2.19,,15-06-2008,133235,Medium,3.71
Value,USD,13380000000,1.91,,03-03-1998,103877,Large,11.94
Growth,USD,715390000,0,,06-08-2006,138662,Large,14.03
Value,USD,16550000,1.36,2,30-04-2015,224756,Small,10.02
Blend,USD,351530000,0,1,30-06-2010,241910,Large,5.19
,USD,178070000,2.63,4,30-08-2007,244169,,7.5
Value,USD,63670000,0.59,3,03-04-2006,175058,Small,13.02
Growth,USD,1160000000,0,2,08-07-2001,223856,Small,14.55
Blend,USD,353870000,3.07,4,30-08-2016,67715,Medium,3.03
,USD,29940000,3.96,3,04-11-2012,202796,,14.23
,USD,8530000,0,0,29-09-2016,112490,,7.25
Growth,USD,1270000000,7.05,,05-12-2011,70685,Large,4.17
Value,USD,1830000000,1.48,,28-09-2014,128078,Large,7.64
Value,USD,735420000,2.4,,30-04-2015,220625,Medium,1.27
Blend,USD,32140000,5.48,2,07-11-2013,177731,Medium,6.78
Blend,USD,1010000000,2.58,2,30-12-1984,89162,Large,2.26
Growth,USD,512940000,1.45,2,02-01-2017,63278,Medium,2.4
Blend,USD,603600000,0,,07-12-2004,173546,Small,12.94
Growth,USD,87920000,0.32,1,12-02-2017,136934,Large,10.68
Value,USD,285710000,2.05,4,28-02-2013,135854,Medium,2.1
Blend,USD,999410000,2.46,3,09-01-2014,138959,Large,10.91
Blend,USD,31050000,3.15,4,30-07-2015,127754,Large,6.48
Blend,USD,83960000,2.02,3,14-12-2014,229958,Large,10.35
Blend,USD,1340000000,3.33,4,02-12-2010,151622,Medium,3.57
Value,USD,397350000,6.21,4,13-06-2013,119285,Small,7.83
Growth,USD,21130000000,0.8,3,26-01-2017,89468,Large,14.79
Value,USD,1070000000,1.19,3,28-10-1999,26783,Large,9.84
Growth,USD,14890000000,0,4,21-02-1994,178208,Large,19.29
Blend,USD,1820000000,4.55,5,02-11-1997,78200,Medium,10.02
Blend,USD,6590000,2.01,,01-11-2015,69065,Large,4.59
Value,USD,315640000,6.09,2,29-08-2001,80756,Small,8.01
Growth,USD,30530000000,0.26,,29-02-2016,112499,Large,17.59
Growth,USD,3260000000,4.14,5,28-10-2004,183536,Small,5.75
Value,USD,54970000,1.45,4,30-05-2006,121535,Large,9.04
Value,USD,2110000000,0.76,,02-11-2004,80999,Small,10.72
,USD,56540000,0,2,15-07-2013,130436,,3.14
Value,USD,424880000,0.59,5,24-06-2007,104156,Small,11.85
Growth,USD,401080000,0.26,3,31-10-1995,77507,Large,13.18
Blend,USD,700660000,2.26,,31-10-2011,93896,Large,10.67
Blend,USD,214350000,1.06,3,26-04-2009,39023,Large,7.28
,USD,115060000,5.25,4,30-10-2013,222704,,5.53
Growth,USD,82070000,0,,06-08-2000,180089,Large,16.31
Blend,USD,2430000,0.63,5,17-11-2014,51470,Medium,10.68
Value,USD,134190000,1.4,,29-05-2008,111491,Small,6.1
Value,USD,1950000000,1.55,,29-11-2016,176489,Large,12.72
Blend,USD,42590000,0.12,,10-01-2008,253430,Small,14.89
Growth,USD,10150000,2.53,3,03-05-2015,71522,Medium,3.85
Blend,USD,2940000000,2.76,,28-02-2010,189746,Medium,3.4
Value,USD,8010000000,0.14,4,31-03-2005,166121,Medium,14.27
Blend,USD,895610000,2.85,,18-06-1995,116153,Medium,4.4
,USD,1800000000,6.27,5,02-12-2012,222803,,3.07
Growth,USD,752230000,0.86,3,26-10-2000,241181,Medium,15.86
Value,USD,83280000,1.77,3,27-02-2018,153080,Large,8.82
Value,USD,13140000,2.78,,12-07-2016,46007,Large,11.77
Growth,USD,4370000000,0,3,02-07-2000,251666,Large,15.6
Growth,USD,52190000,0,5,17-09-2013,175463,Small,11.11
Blend,USD,757740000,3.46,4,13-09-1993,240407,Large,11.52
Blend,USD,497150000,3.04,4,31-03-2014,163187,Large,9.74
Blend,USD,704360000,1.3,2,29-04-2004,35000,Large,8.55
Blend,USD,229830000,0.89,0,19-11-2017,170639,Large,12.44
Growth,USD,4760000,2.4,2,01-09-2015,96704,Large,4.2
Blend,USD,22150000,1.04,3,06-07-2014,224603,Small,11.07
Value,USD,3220000000,5.85,3,29-09-2011,44711,Medium,2.61
,USD,55480000,0.86,4,23-10-2012,109835,,5.86
Blend,USD,233850000,0.35,2,28-06-1990,92285,Large,16.84
Blend,USD,31160000000,2.82,3,11-11-2001,242099,Medium,3.83
Value,USD,5300000000,1.06,,09-02-2014,78029,Medium,1.86
Growth,USD,636240000,0.77,3,11-05-2006,28826,Large,20.04
Blend,USD,70720000,1.91,3,30-12-2014,182204,Large,9.52
Blend,USD,4430000000,1.2,,31-10-2004,195839,Medium,17.16
Growth,USD,29450000,0,2,07-10-1998,223883,Medium,22.78
Growth,USD,324560000,0.77,,28-12-1999,101924,Small,14.4
Growth,USD,4830000000,0,,29-01-2018,246095,Medium,22.21
Blend,USD,593450000,1.21,,17-10-2016,88505,Medium,14.34
,USD,868010000,4.83,3,14-09-2010,188666,,7.05
Growth,USD,460730000,0,5,22-09-2013,141209,Medium,17.49
Blend,USD,2620000000,3.6,3,12-08-2015,46223,Medium,14.67
,USD,113460000,0.83,2,30-12-2014,156356,,3.46
Growth,USD,374270000,0,2,27-06-2002,223910,Small,13.58
Value,USD,134090000,4.5,3,30-12-2008,222524,Medium,5.18
Value,USD,408520000,6.77,5,10-07-2008,219959,Small,5.08
Value,USD,1570000000,1.37,2,31-07-2003,178037,Large,11.92
Blend,USD,31860000,0.87,3,28-06-2001,48140,Large,6.41
Value,USD,215940000,2.45,2,03-11-2014,32219,Large,0.47
Blend,USD,4230000000,1.64,3,29-04-2015,186434,Large,18.48
Growth,USD,3770000000,1.12,,17-10-2005,127007,Large,12.62
Value,USD,735170000,2.09,3,26-03-2015,129581,Large,14.87
Blend,USD,16010000,2.08,2,23-02-2003,47015,Large,2.05
Value,USD,6750000000,1.24,3,31-01-2002,33101,Medium,2.11
Blend,USD,40520000,0,2,03-01-2013,99701,Small,4.69
Blend,USD,145370000,0.81,,30-08-1993,47717,Large,10.26
Blend,USD,59950000,0,,15-11-2015,225566,Medium,12.87
Value,USD,10970000000,1.28,4,27-02-2005,137582,Large,12.36
Blend,USD,287920000,2.24,3,01-06-1992,86417,Large,2
Blend,USD,225640000,1.49,2,23-07-2003,93662,Large,4.33
Value,USD,2120000000,4.36,,30-08-1999,96209,Medium,10.68
Value,USD,694740000,3.25,,23-01-2013,97181,Large,5.37
Value,USD,658950000,2.99,2,26-06-2016,46313,Small,3.62
,USD,2900000,0,0,18-04-2006,241586,,-18.33
,USD,3420000000,0,1,30-07-2014,238535,,5.02
Blend,USD,135970000,2.78,0,28-04-2016,166949,Large,11.5
Blend,USD,40000000,1.08,3,04-01-2016,206927,Small,10.33
Value,USD,511390000,5.57,4,31-10-2004,161450,Small,6.84
Growth,USD,3760000000,2.04,,28-02-2001,199304,Large,11.79
Value,USD,627000000,1.85,4,01-12-2013,144287,Small,1.82
Value,USD,504070000,6.25,4,30-05-2007,114119,Small,4.44
Value,USD,547940000,1.59,3,25-06-2014,137681,Large,11.57
Growth,USD,3270000000,0,,21-11-1983,75752,Large,16.62
Blend,USD,25080000000,1.63,,14-09-2005,65105,Large,13.79
Growth,USD,2160000000,0.51,4,29-11-2007,100871,Large,14.41
Blend,USD,54300000,2.86,,27-03-2013,115649,Large,9.12
Growth,USD,5060000000,4.05,4,31-05-2011,159380,Small,3.5
Blend,USD,652000000,0,3,09-05-2010,171611,Small,21.16
Growth,USD,1060000000,3.48,,01-01-2004,163502,Small,3.04
Value,USD,630050000,1.75,1,01-04-2007,215468,Large,0.81
Blend,USD,767730000,2.13,3,28-07-2011,167507,Large,5.49
Growth,USD,538070000,0.26,,31-07-2000,31715,Large,17.18
Blend,USD,1580000000,1.29,4,15-03-2017,206846,Large,11.24
,USD,77440000,2.16,3,25-08-2010,154214,,-0.75
Blend,USD,1690000000,0.63,3,29-11-2007,104912,Large,13.08
Blend,USD,618420000,2.2,,21-12-2006,113246,Large,11.04
Blend,USD,929900000,0.34,3,29-12-2011,66734,Medium,9.93
Blend,USD,408830000,2.5,3,08-08-2016,187496,Large,2.26
Value,USD,504070000,5.95,3,29-09-2011,114155,Small,4.26
,USD,892120000,3.36,4,31-03-1998,193013,,3.02
Blend,USD,1070000000,0.97,1,16-12-2015,67427,Medium,0.98
Blend,USD,4450000,0.26,,23-06-2005,244205,Large,12
Growth,USD,7060000000,0.48,3,21-07-1996,108035,Large,15.7
Blend,USD,86660000,2.47,1,21-06-2015,172259,Small,2.71
Blend,USD,3220000000,0.74,1,23-09-2012,55709,Large,13.48
Blend,USD,148610000,2.33,3,29-03-2004,127997,Large,9.67
Blend,USD,964590000,2.8,,09-04-2017,38591,Medium,15.84
Growth,USD,121430000,0,4,14-09-2005,201887,Large,17.37
Blend,USD,28470000,2.3,0,12-12-2016,184049,Large,10.05
Blend,USD,24310000000,1.45,4,29-09-1994,237311,Large,12.46
Value,USD,19230000,7.28,1,27-02-2001,108485,Medium,6.52
Growth,USD,41600000,2.61,1,24-06-2012,165491,Large,10.09
Blend,USD,47990000,2.03,1,18-12-2011,106550,Large,7.27
Blend,USD,286140000,0.23,4,11-02-2003,201833,Large,15.52
Value,USD,2140000000,1.55,4,14-11-2010,239417,Large,13.57
Growth,USD,851140000,2.52,3,30-03-2006,233486,Large,9.56
Blend,USD,2370000000,2.56,2,18-12-2001,221750,Medium,2.09
Growth,USD,123260000,0,5,31-03-2008,169613,Small,27.9
,USD,454900000,1.25,,01-01-2004,164699,,0.78
Growth,USD,312340000,0,5,29-10-2015,244961,Large,19.91
Growth,USD,281670000,0,,28-02-2000,74348,Medium,8.44
Value,USD,447240000,0,2,29-04-2012,192923,Large,1.28
Value,USD,2230000000,1.14,4,29-12-2011,37385,Medium,17.68
Value,USD,3590000000,2.25,3,02-07-2006,79406,Large,7.98
Growth,USD,459380000,0,3,11-12-2008,108683,Small,16.72
Blend,USD,467230000,2.33,5,28-09-2005,157814,Large,12.52
Blend,USD,290490000,0.6,,08-07-2014,227303,Large,11.25
Growth,USD,2990000000,0,5,12-09-2013,155384,Large,18.49
Growth,USD,8410000000,4.46,4,30-04-2006,162926,Large,12.1
Blend,USD,25520000,0.7,2,20-01-2011,198053,Large,9.22
Growth,USD,23660000,0,2,27-01-2008,40859,Small,11.94
Blend,USD,145090000,3.22,2,29-11-2006,28178,Medium,3.48
Value,USD,3220000000,5.29,,30-04-2013,83258,Small,2.55
Growth,USD,81440000,2.4,,19-07-2009,27314,Medium,11.3
Blend,USD,9280000000,1.9,4,17-05-2012,96461,Large,10.21
Blend,USD,1040000000,1.59,0,15-02-2018,159974,Large,10.59
Blend,USD,22900000,4.51,3,29-09-2013,64583,Small,6.37
Blend,USD,230350000,2.17,3,24-07-2012,157580,Large,10.05
Value,USD,16410000000,6.43,3,30-04-2009,208358,Small,7.36
Blend,USD,103510000,2.19,3,29-03-2004,127700,Large,12.34
Growth,USD,83800000,0,,17-12-2008,187442,Large,19.08
Growth,USD,443140000,0,,16-06-2014,90143,Large,17.72
Value,USD,16450000000,2.53,,03-04-2017,148004,Large,1
Value,USD,410470000,4.41,,06-03-2014,63386,Small,3.95
Value,USD,7150000000,1.66,4,28-02-2010,185084,Large,10.77
Value,USD,34450000,2.3,1,16-12-2013,148166,Medium,5.79
Growth,USD,128930000,0.73,0,24-05-2017,92798,Large,16.54
,USD,11000000,2.23,2,07-09-1993,114578,,1.93
Growth,USD,1430000000,0,,29-02-2012,241154,Large,16.73
Blend,USD,14700000000,2.64,3,30-09-2008,207872,Large,11.16
Growth,USD,629410000,0.37,3,09-08-1992,67553,Large,12.77
Growth,USD,28410000,0,,04-06-2017,110366,Large,16.88
Value,USD,10420000,0,3,07-04-2010,71135,Medium,6.43
Growth,USD,5380000000,0.23,4,30-06-1999,187838,Large,16.96
Growth,USD,39950000,0,2,09-11-2015,37124,Medium,11.45
Growth,USD,790730000,3.84,,27-09-2007,140399,Medium,11.32
Value,USD,621050000,4.14,3,09-05-1994,225080,Small,6.37
Value,USD,5430000000,4.18,3,30-11-2008,152594,Small,6.09
Value,USD,143510000,5.86,2,26-03-2015,56942,Large,8.39
Growth,USD,27590000,3.22,1,25-09-2012,51281,Large,5.2
Growth,USD,58530000,0.35,2,31-03-2013,43001,Large,13.46
Growth,USD,15290000000,0,4,05-12-2000,192671,Medium,19.12
Value,USD,18730000,3.32,2,28-07-2011,178856,Medium,-4.27
Blend,USD,1.1306E+11,1.47,3,03-06-2002,212768,Large,10.25
Blend,USD,5230000,0.83,5,29-11-2015,253214,Large,10.67
Blend,USD,20180000,0.79,2,29-06-2010,146078,Large,12.59
Growth,USD,1640000000,0.6,5,30-08-2010,100520,Large,13.31
Blend,USD,10240000000,1.35,4,28-12-2005,227402,Large,12.94
Growth,USD,115880000,0,2,25-04-2001,138554,Large,13.48
Growth,USD,68650000,0,2,26-07-2005,150722,Large,16.78
Growth,USD,8910000000,1.12,5,12-07-2009,206495,Large,11.46
Growth,USD,6530000000,0,4,20-02-1986,138050,Medium,19.6
Blend,USD,40290000,0.04,,29-11-2015,63413,Large,4.04
Blend,USD,119120000,0.97,3,25-07-2013,248921,Large,11.97
Blend,USD,136040000,1.41,3,29-06-2006,158885,Large,8.12
Value,USD,551800000,1.27,2,03-01-2013,229697,Large,11.09
Blend,USD,112730,2.1,,07-06-2017,86669,Large,11.29
Value,USD,573530000,0.39,1,02-09-1997,55196,Large,-6.6
Blend,USD,477240000,2.46,2,29-08-1990,77183,Medium,3.71
Growth,USD,76780000,0,0,14-11-2017,151568,Large,12.01
Value,USD,1890000000,0.67,,30-11-1994,144836,Large,15.68
Blend,USD,93140000,1.02,0,29-11-2016,45404,Large,7.18
Growth,USD,167750000,0.84,,19-12-2007,70559,Large,5.89
,USD,19660000,,0,28-06-2015,147059,,
Blend,USD,162720000,0,,13-07-2016,48833,Small,16.53
,USD,477960000,2.89,3,30-04-2015,168344,,2.13
Growth,USD,233260000,1.68,0,25-05-2016,77075,Large,11.39
Blend,USD,106840,2.43,,07-06-2017,94283,Large,4.49
Growth,USD,21380000,0.36,,29-06-1995,100061,Large,11.95
Value,USD,18250000000,2.43,4,26-09-2011,245402,Medium,13.81
Blend,USD,301800000,2.14,3,07-11-2012,60488,Medium,17.23
Growth,USD,412380000,0,3,20-05-2007,209384,Medium,20.98
Blend,USD,940730000,2.71,3,03-09-2012,135341,Large,10.41
Growth,USD,43860000,0.37,,30-10-2003,48779,Small,9.12
Blend,USD,994160000,1.13,3,01-05-2007,84950,Large,13.42
,USD,2220000,0,4,30-12-2014,40445,,4.86
Growth,USD,179730000,0,,09-01-1991,46952,Large,17.72
Growth,USD,749970000,1.23,2,02-06-1991,69497,Large,13.61
Blend,USD,1370000000,0.81,3,05-12-2000,192869,Medium,14.38
Blend,USD,572210,1.96,0,06-07-2017,229094,Large,12.29
Value,USD,12250000000,2.53,5,29-11-2011,99782,Medium,1.3
Value,USD,11020000,3.77,2,30-12-2013,54197,Small,18.84
Value,USD,164180000,1.65,3,19-05-2003,222182,Large,11.55
Value,USD,1750000000,1.76,,30-06-2015,59390,Large,10.63
Value,USD,174090000,2.24,3,16-11-2003,221858,Large,6.2
Value,USD,288170000,0,2,28-09-2006,105173,Medium,2.26
Blend,USD,15140000000,3.53,4,26-03-2015,126647,Medium,4.08
Blend,USD,31050000,3.13,4,16-08-2017,127952,Large,6.53
Value,USD,75440000,2.13,,07-03-2011,171746,Medium,3.11
Blend,USD,36980000,1.78,3,14-12-2014,230201,Large,10.88
Blend,USD,92750000,2.12,3,01-11-2015,69020,Large,10.19
Blend,USD,601600000,2.56,3,19-04-1992,193706,Large,2.26
Value,USD,1320000000,4.35,2,30-06-2005,239732,Large,5.27
Blend,USD,8340000,1.94,2,28-02-2018,188459,Large,12.31
Value,USD,81760000,1.96,3,15-04-1997,68453,Large,9.69
Value,USD,334200000,5.33,2,26-08-2001,187415,Small,6.07
Growth,USD,20960000000,0,4,31-03-2005,153530,Large,17.44
Blend,USD,149230000,1.3,,04-08-2014,81512,Large,12
Growth,USD,514300000,0,4,29-09-2013,43730,Small,19.72
Value,USD,66390000,2.13,4,18-11-2012,52307,Medium,-0.83
Blend,USD,211740000,2.9,,19-06-2011,162206,Large,5.79
Blend,USD,56340000,1.14,4,29-09-2014,97820,Large,6.89
Growth,USD,724030000,0.71,,27-04-2017,44639,Large,15.18
Blend,USD,1020000000,10.82,3,30-08-2011,189899,Medium,5.42
Value,USD,32890000,9.03,2,31-03-2013,82241,Small,0.29
Growth,USD,12620000,0.51,0,27-04-2017,80126,Large,16.04
Value,USD,10970000000,1.71,4,08-09-2016,137627,Large,12.5
Blend,USD,930520000,1.17,3,15-07-2001,121679,Large,13.22
